Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,46.70000076293945,47.150001525878906,46.70000076293945,47.150001525878906,35.33290481567383,805610
2020-01-03,47.099998474121094,47.20000076293945,46.70000076293945,46.79999923706055,35.07063293457031,843642
2020-01-06,46.75,46.75,46.04999923706055,46.20000076293945,34.621002197265625,898571
2020-01-07,46.20000076293945,46.650001525878906,46.150001525878906,46.400001525878906,34.77088165283203,663330
2020-01-08,46.20000076293945,46.599998474121094,46.0,46.349998474121094,34.7334098815918,701971
2020-01-09,46.5,46.849998474121094,46.5,46.54999923706055,34.88328170776367,353340
2020-01-10,46.599998474121094,47.04999923706055,46.599998474121094,46.95000076293945,35.18303298950195,386339
2020-01-13,47.20000076293945,47.25,47.0,47.150001525878906,35.33290481567383,517504
2020-01-14,47.29999923706055,47.349998474121094,47.150001525878906,47.349998474121094,35.482784271240234,494381
2020-01-15,47.349998474121094,47.5,47.20000076293945,47.45000076293945,35.55772018432617,591583
2020-01-16,47.599998474121094,48.400001525878906,47.54999923706055,48.29999923706055,36.19468307495117,2504396
2020-01-17,48.29999923706055,48.79999923706055,48.04999923706055,48.5,36.34456253051758,1720021
2020-01-20,48.5,49.150001525878906,48.5,49.150001525878906,36.8316535949707,1716826
2020-01-30,47.70000076293945,49.150001525878906,47.29999923706055,49.099998474121094,36.79418182373047,4516580
2020-01-31,48.29999923706055,50.0,48.29999923706055,49.70000076293945,37.243804931640625,2627701
2020-02-03,49.20000076293945,49.650001525878906,48.45000076293945,49.0,36.71924591064453,2745023
2020-02-04,46.79999923706055,49.0,46.70000076293945,49.0,36.71924591064453,1303110
2020-02-05,49.20000076293945,50.79999923706055,48.900001525878906,49.95000076293945,37.43115234375,2666403
2020-02-06,50.5,50.70000076293945,49.29999923706055,49.400001525878906,37.01900100708008,1807078
2020-02-07,49.400001525878906,50.29999923706055,49.400001525878906,49.79999923706055,37.31874084472656,2029201
2020-02-10,49.70000076293945,50.20000076293945,49.5,50.0,37.4686164855957,1699202
2020-02-11,50.099998474121094,50.5,49.650001525878906,49.95000076293945,37.43115234375,1744466
2020-02-12,50.0,50.400001525878906,49.95000076293945,50.400001525878906,37.768367767333984,1394192
2020-02-13,50.599998474121094,53.400001525878906,50.599998474121094,52.5,39.34204864501953,7993580
2020-02-14,52.20000076293945,53.0,51.79999923706055,52.599998474121094,39.41698455810547,3532679
2020-02-17,52.5,52.5,51.599998474121094,52.0,38.96736526489258,1893856
2020-02-18,52.0,52.0,51.0,52.0,38.96736526489258,1678279
2020-02-19,52.0,52.0,50.599998474121094,51.29999923706055,38.44280242919922,1928368
2020-02-20,51.599998474121094,51.900001525878906,51.099998474121094,51.5,38.592681884765625,1536062
2020-02-21,51.5,51.5,50.79999923706055,50.79999923706055,38.068119049072266,919424
2020-02-24,50.5,51.099998474121094,50.20000076293945,50.20000076293945,37.61849594116211,1271316
2020-02-25,49.900001525878906,51.0,49.5,49.900001525878906,37.39368438720703,937392
2020-02-26,49.5,50.099998474121094,49.5,49.5,37.09393310546875,1432175
2020-02-27,49.5,49.79999923706055,48.79999923706055,48.79999923706055,36.56937026977539,1762853
2020-03-02,48.25,50.099998474121094,48.25,48.599998474121094,36.41949462890625,2505615
2020-03-03,49.400001525878906,49.75,49.0,49.150001525878906,36.8316535949707,1299395
2020-03-04,49.0,49.849998474121094,48.900001525878906,49.79999923706055,37.31874084472656,1375374
2020-03-05,50.099998474121094,51.20000076293945,50.0,51.0,38.217994689941406,2693885
2020-03-06,51.0,51.29999923706055,50.400001525878906,50.599998474121094,37.918243408203125,1841683
2020-03-09,50.0,51.20000076293945,49.0,49.0,36.71924591064453,4356947
2020-03-10,48.599998474121094,49.599998474121094,48.5,49.25,36.90658950805664,2733200
2020-03-11,49.5,50.20000076293945,49.5,49.95000076293945,37.43115234375,1835248
2020-03-12,49.04999923706055,49.5,48.599998474121094,48.900001525878906,36.64431381225586,4308465
2020-03-13,47.04999923706055,48.04999923706055,44.5,47.20000076293945,35.37037658691406,4808701
2020-03-16,47.79999923706055,48.5,46.54999923706055,47.20000076293945,35.37037658691406,3413187
