Date,Open,High,Low,Close,Adj Close,Volume
2022-06-27,496.0,506.0,495.5,498.5,480.3998718261719,37909718
2022-06-28,496.0,500.0,496.0,497.5,479.4361572265625,15274062
2022-06-29,496.0,498.5,491.0,491.0,473.17218017578125,30533789
2022-06-30,484.5,486.5,476.0,476.0,458.7168273925781,46311432
2022-07-01,471.5,474.0,452.5,453.5,437.0337829589844,61744377
2022-07-04,443.0,451.5,440.0,440.0,424.0239562988281,52445919
2022-07-05,449.5,451.5,433.0,446.0,429.8061218261719,50084244
2022-07-06,442.0,447.5,435.0,435.5,419.6873779296875,40549763
2022-07-07,442.0,459.0,438.5,457.5,440.8885192871094,48151202
2022-07-08,470.0,470.5,461.5,467.0,450.0436096191406,37897895
2022-07-11,468.0,470.5,461.0,462.0,445.2251281738281,21941710
2022-07-12,458.0,458.0,449.5,449.5,433.17901611328125,23036423
2022-07-13,470.5,473.0,466.0,470.5,453.41650390625,44035695
2022-07-14,466.0,477.5,463.0,475.0,457.75311279296875,31936258
2022-07-15,481.0,494.0,477.0,492.5,474.61773681640625,51846909
2022-07-18,495.5,498.5,488.5,495.5,477.5087585449219,39179575
2022-07-19,487.5,493.0,486.5,491.0,473.17218017578125,19874865
2022-07-20,502.0,503.0,491.5,495.0,477.0269470214844,35436652
2022-07-21,496.0,501.0,494.0,501.0,482.80908203125,22285593
2022-07-22,505.0,505.0,500.0,503.0,484.7364807128906,25216400
2022-07-25,500.0,503.0,498.0,499.5,481.363525390625,15245346
2022-07-26,499.5,499.5,491.0,495.0,477.0269470214844,18024265
2022-07-27,494.0,502.0,491.0,502.0,483.77276611328125,17166365
2022-07-28,509.0,509.0,499.0,501.0,482.80908203125,33844011
2022-07-29,508.0,510.0,504.0,509.0,490.5185852050781,29045617
2022-08-01,506.0,508.0,500.0,504.0,485.70013427734375,24117969
2022-08-02,494.0,496.0,488.5,492.0,474.1358337402344,39838155
2022-08-03,494.0,501.0,493.0,501.0,482.80908203125,27603474
2022-08-04,499.0,503.0,495.0,500.0,481.84539794921875,26027618
2022-08-05,509.0,516.0,507.0,516.0,497.2644958496094,32784279
2022-08-08,510.0,515.0,509.0,512.0,493.40966796875,19333128
2022-08-09,507.0,511.0,504.0,510.0,491.4822998046875,21164373
2022-08-10,500.0,503.0,499.5,500.0,481.84539794921875,20861380
2022-08-11,513.0,514.0,510.0,514.0,495.33709716796875,23740033
2022-08-12,515.0,518.0,514.0,517.0,498.2281494140625,19535923
2022-08-15,520.0,524.0,519.0,523.0,504.0103454589844,21273166
2022-08-16,526.0,526.0,523.0,525.0,505.9376525878906,20720414
2022-08-17,524.0,527.0,521.0,527.0,507.8650817871094,27143102
2022-08-18,520.0,521.0,519.0,520.0,501.11920166015625,17831084
2022-08-19,519.0,523.0,517.0,519.0,500.155517578125,14022812
2022-08-22,511.0,514.0,510.0,512.0,493.40966796875,11494000
2022-08-23,503.0,506.0,502.0,504.0,485.70013427734375,19191108
2022-08-24,504.0,508.0,503.0,503.0,484.7364807128906,14363212
2022-08-25,505.0,510.0,504.0,508.0,489.5549011230469,9357138
2022-08-26,513.0,515.0,511.0,512.0,493.40966796875,12914846
2022-08-29,497.0,502.0,496.0,498.5,480.3998718261719,26590824
2022-08-30,497.5,500.0,496.0,496.0,477.9906311035156,24214535
2022-08-31,492.0,505.0,492.0,505.0,486.6638488769531,39357089
